id,created_at,name,prix_min,prix_moyen_24h,prix_moyen_30j,statstrack,souvenir,img_url,min_float,max_float,typeId,rarityId,collectionId,usureId,updatedAt
005e6d17-1642-4ea7-8981-4da19db9bb51,2025-04-07 10:24:36.522202+00,SSG 08 | Tête de mort,99999,99999,99999,true,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_ssg08_cu_ssg08_deathshead_light_png.png,0,0.51,b4ec2aff-817f-431d-bc6b-9b1697b9a97b,8cf26468-56a6-4fff-a6df-8f2b46c044a8,73de3069-9b90-4aed-8065-6081d5080558,bd92534f-ca55-4ca9-a9fb-45ae3799e036,
00679ab8-278a-4db8-b8e2-d7d48d9e06b7,2025-04-07 10:24:17.178893+00,Baïonnette M9 (★) | Dent de tigre,99999,99999,99999,true,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_knife_m9_bayonet_an_tiger_orange_light_png.png,0,0.08,ca82b65c-e0ba-496a-849f-f18fd765196b,3b4de0c0-fd22-4c55-8222-968a2cea4db5,,bca54d16-e962-47cb-996f-cf68a32896ea,
0073e271-5094-4103-9c03-c8f6f3ef1e79,2025-04-07 10:24:12.680026+00,Couteau en paracorde (★) | Tempéré numérique,99999,99999,99999,true,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_knife_cord_hy_ddpat_light_png.png,0.06,0.8,78a930d9-e881-489a-81d2-16e3f273dbdf,3b4de0c0-fd22-4c55-8222-968a2cea4db5,,bca54d16-e962-47cb-996f-cf68a32896ea,
00753e4f-bda8-4909-8142-f9a916ddc256,2025-04-07 10:24:39.261091+00,UMP-45 | Urbain numérique,99999,99999,99999,false,true,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_ump45_hy_ddpat_urb_light_png.png,0.06,0.8,ab7fe35c-5303-43f3-95b1-9b267e5f98f1,72817c51-f8f5-41f0-b586-1c5c6ee127e0,66fb256c-8743-49e7-8c84-24072cc6d171,18b4f8e5-e41e-4d09-9f14-282b8685e546,
007d4c00-0803-441d-bb31-43346e054f35,2025-04-07 10:24:25.959981+00,MP5SD | Collage,99999,99999,99999,true,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_mp5sd_gs_mp5sd_wasteland_legacy_light_png.png,0,0.8,58b1b2ec-09e3-4c53-9b95-35e1daed6536,8cf26468-56a6-4fff-a6df-8f2b46c044a8,e144077d-57b8-4e36-8c49-4d8b0c7d655d,bd92534f-ca55-4ca9-a9fb-45ae3799e036,
007dd60e-ea0a-43bb-aea8-6e111251800a,2025-04-07 10:23:58.905438+00,AK-47 | Circuit d'injection,99999,99999,99999,true,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_ak47_gs_ak47_supercharged_light_png.png,0,1,eb5e7e72-3970-435e-9470-f66c4882435d,3b4de0c0-fd22-4c55-8222-968a2cea4db5,1bed5500-b410-43e4-96f7-ec8cdc895c7b,18b4f8e5-e41e-4d09-9f14-282b8685e546,
00a0b60f-7387-498e-b82a-6d2c8db6f8ab,2025-04-07 10:24:09.709786+00,Glock-18 | Lever de lune,99999,99999,99999,true,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_glock_aa_glock_18_urban_moon_fever_light_png.png,0,0.65,fb16631c-6e71-497d-abab-ee8f50d8e416,8cf26468-56a6-4fff-a6df-8f2b46c044a8,1054b554-838b-4e11-8a33-bfadda5951c7,bca54d16-e962-47cb-996f-cf68a32896ea,
00a4cd74-83da-49d6-a033-8892df5a4ef0,2025-04-07 10:24:23.139508+00,M4A4 | Œil d'Horus,99999,99999,99999,false,true,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_m4a1_gs_m4a4_ra_light_png.png,0,0.7,eb4d3a68-f86d-46b2-be4e-44f066258c53,3b4de0c0-fd22-4c55-8222-968a2cea4db5,e33b7740-4cf6-4f87-b42a-d9d7b55029a1,bca54d16-e962-47cb-996f-cf68a32896ea,
00b88b5f-682e-4957-973c-cc29c7a5ed73,2025-04-07 10:24:28.866733+00,Negev | Illusion d'optique,99999,99999,99999,true,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_negev_hy_negev_dazzle_light_png.png,0.1,0.65,e4018ae7-2a9d-45eb-9cb8-a8430abf5a72,095abe9f-361a-412a-a65c-845c7c5bf334,b1b30b58-99be-41e1-a5c2-56ca0dd1c2c0,c605ec91-ae5d-4a20-a642-3f9806071efc,
00c25358-9203-4ee5-bfab-db6163ad7421,2025-04-07 10:24:11.318004+00,Glock-18 | Nuit,99999,99999,99999,false,true,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_glock_so_night_light_png.png,0.06,0.8,fb16631c-6e71-497d-abab-ee8f50d8e416,22afba53-2376-4f1b-bc63-1647fc97556c,c0592f5d-a309-4e8f-a65b-925f39c5962f,bca54d16-e962-47cb-996f-cf68a32896ea,
00c9cd4e-bbbb-44c0-a0b4-8c1514601cc3,2025-04-07 10:24:23.139508+00,M4A4 | Rabat-joie,99999,99999,99999,true,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_m4a1_gs_m4a4_sector_light_png.png,0,0.7,eb4d3a68-f86d-46b2-be4e-44f066258c53,3b4de0c0-fd22-4c55-8222-968a2cea4db5,3ecb1c55-3456-48d4-b33d-8250d6042b6c,18b4f8e5-e41e-4d09-9f14-282b8685e546,
00cefd87-284a-4fde-b37d-8a6a6065ffe8,2025-04-07 10:24:01.82113+00,PP-Bizon | Wood Block Camo,99999,99999,99999,false,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_bizon_hy_wood_grain_camo_red_light_png.png,0,0.6,23a93509-7d28-4aab-9faa-f8adc64fffb8,72817c51-f8f5-41f0-b586-1c5c6ee127e0,4cd2a25e-bfaf-4e62-917a-a8e2c6682d34,18b4f8e5-e41e-4d09-9f14-282b8685e546,
00d56a3e-d8a4-49a0-9d52-4172a0fdc20f,2025-04-07 10:23:57.622142+00,AK-47 | Delta d'acier,99999,99999,99999,false,true,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_ak47_gs_ak47_strone_light_png.png,0,0.73,eb5e7e72-3970-435e-9470-f66c4882435d,095abe9f-361a-412a-a65c-845c7c5bf334,e33b7740-4cf6-4f87-b42a-d9d7b55029a1,bca54d16-e962-47cb-996f-cf68a32896ea,
00f0a383-3012-477a-9d09-1e4f6faa2534,2025-04-07 10:24:08.102704+00,G3SG1 | Hauturier,99999,99999,99999,true,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_g3sg1_gs_g3sg1_buccaneer_light_png.png,0,0.7,d2d6a47a-476b-49f4-8c2e-a79313442464,8cf26468-56a6-4fff-a6df-8f2b46c044a8,6c3a1a17-13e3-4cd5-9422-14fe8b596603,18b4f8e5-e41e-4d09-9f14-282b8685e546,
00f4201d-7398-4079-99e4-6ebda6a1b063,2025-04-07 10:24:27.339701+00,MP7 | Spectres des abysses,99999,99999,99999,true,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_mp7_cu_mp7_fear_light_png.png,0,1,9423cfe9-1fc6-495c-b387-ac1f2787ee97,b31ba83b-f395-4c74-beb6-da418aefa40d,e88a15fd-0ed8-4e6c-af3a-36bb54bfc746,bca54d16-e962-47cb-996f-cf68a32896ea,
00f49fa6-549a-46f9-af34-969909f0eee9,2025-04-07 10:24:36.522202+00,SSG 08 | Abysse,99999,99999,99999,true,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_ssg08_aq_leviathan_light_png.png,0,1,b4ec2aff-817f-431d-bc6b-9b1697b9a97b,095abe9f-361a-412a-a65c-845c7c5bf334,e4187c67-305e-4af0-bf86-7ed6f56ceb37,c605ec91-ae5d-4a20-a642-3f9806071efc,
00f840b1-702c-4599-b3cf-707c79a2c263,2025-04-07 10:23:56.229821+00,Gants de spécialiste (★) | Toile pourpre,99999,99999,99999,false,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/specialist_gloves_specialist_webs_red_light_png.png,0.06,0.8,061a3255-e77a-4367-a6d5-3c222efcec23,d76fc3b1-a4f4-44cb-be3b-b59b3adbde1a,,bd92534f-ca55-4ca9-a9fb-45ae3799e036,
0108c418-8847-47a8-a4f2-fbd7a1c06b4e,2025-04-07 10:24:30.357822+00,Nova | Tempête,99999,99999,99999,true,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_nova_hy_seaside_bravo_light_png.png,0.06,0.22,2cd61787-eeb7-4b71-9bef-e85247f95a81,095abe9f-361a-412a-a65c-845c7c5bf334,8f39f604-806c-4fc4-a86f-0ba7a7b7a450,bd92534f-ca55-4ca9-a9fb-45ae3799e036,
010e8aa9-a8b3-4cc6-9c84-276989ab5c82,2025-04-07 10:23:56.229821+00,Gants de pilote (★) | Tartan impérial,99999,99999,99999,false,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/slick_gloves_slick_plaid_purple_light_png.png,0.06,0.8,6497a66c-0a3d-4aac-ad8a-b5474c96d91c,d76fc3b1-a4f4-44cb-be3b-b59b3adbde1a,,c605ec91-ae5d-4a20-a642-3f9806071efc,
011218ba-88d7-4e96-9ca1-8942ad1a2b5e,2025-04-07 10:24:39.261091+00,USP-S | Éraflure,99999,99999,99999,false,true,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_usp_silencer_cu_usp_sandpapered_light_png.png,0,1,4e35fe6f-32dd-496e-b3b3-9c23768e9e6f,8cf26468-56a6-4fff-a6df-8f2b46c044a8,c0592f5d-a309-4e8f-a65b-925f39c5962f,34404936-2d1d-4161-8bd9-3aa1b1926d27,
0113b2d8-dc9f-4b97-9b02-4da4b31dfeb0,2025-04-07 10:24:04.848396+00,Dual Berettas | Tacheté,99999,99999,99999,false,true,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_elite_aq_forced_light_png.png,0,1,a801d55c-a2d0-4fb3-9dea-c7e4f1b1dd28,22afba53-2376-4f1b-bc63-1647fc97556c,b5864ec8-5d65-468e-adb7-96094c99189e,34404936-2d1d-4161-8bd9-3aa1b1926d27,
011e09e0-89bb-4e39-a4f2-8ec59c74301d,2025-04-07 10:24:09.709786+00,Glock-18 | Fissure bleue,99999,99999,99999,true,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_glock_hy_craquelure_light_png.png,0.06,0.58,fb16631c-6e71-497d-abab-ee8f50d8e416,095abe9f-361a-412a-a65c-845c7c5bf334,0ba6bc2b-ffbd-48f1-aa27-eb2d9e8be759,bca54d16-e962-47cb-996f-cf68a32896ea,
0124e9ad-06a4-47e2-a382-b63924af503e,2025-04-07 10:24:01.82113+00,CZ75-Auto | Copper Fiber,99999,99999,99999,false,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_cz75a_am_carbon_fiber_cz75_light_png.png,0,0.563291,ccf2efe9-f774-4ca7-a064-616b8300567d,22afba53-2376-4f1b-bc63-1647fc97556c,d81fd0f2-9b75-462f-b12b-4d8efd1c4ee9,bca54d16-e962-47cb-996f-cf68a32896ea,
01266374-ded9-454a-af78-a07df1fc979e,2025-04-07 10:24:40.657585+00,USP-S | Brise-mâchoires,99999,99999,99999,true,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_usp_silencer_usps_doggy_light_png.png,0,1,4e35fe6f-32dd-496e-b3b3-9c23768e9e6f,b31ba83b-f395-4c74-beb6-da418aefa40d,23e319dc-c5f1-4fad-8677-96a8fd721310,18b4f8e5-e41e-4d09-9f14-282b8685e546,
012c7139-ade1-49e6-82e0-5da25ca83a74,2025-04-07 10:24:09.709786+00,Glock-18 | Catacombes,99999,99999,99999,true,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_glock_cu_glock_deathtoll_light_png.png,0,0.5,fb16631c-6e71-497d-abab-ee8f50d8e416,095abe9f-361a-412a-a65c-845c7c5bf334,0ab4bf6b-f1c5-48f7-ab2f-2277d4a12eb7,bd92534f-ca55-4ca9-a9fb-45ae3799e036,
0130df18-a5ca-484e-8821-d04bbf7a6da7,2025-04-07 10:24:01.82113+00,PP-Bizon | Pomme d'amour,99999,99999,99999,false,true,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_bizon_so_red_light_png.png,0,0.3,23a93509-7d28-4aab-9faa-f8adc64fffb8,22afba53-2376-4f1b-bc63-1647fc97556c,6f76aef3-6f83-4ec3-a301-1857aeabe8d4,bca54d16-e962-47cb-996f-cf68a32896ea,
0131cb98-aacf-4961-96c5-dadfe47f68e5,2025-04-07 10:24:12.680026+00,Couteau de survie (★) | Acier bleui,99999,99999,99999,true,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_knife_canis_aq_blued_light_png.png,0,1,0de51ca6-6c13-4688-b833-e15f699454bd,3b4de0c0-fd22-4c55-8222-968a2cea4db5,,bca54d16-e962-47cb-996f-cf68a32896ea,
013912ff-7ef9-4945-9fe2-b04ca19559c4,2025-04-07 10:23:56.229821+00,Gants de moto (★) | Éclipse,99999,99999,99999,false,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/motorcycle_gloves_motorcycle_basic_black_light_png.png,0.06,0.8,6a3f3c90-1a3b-42bf-a006-df9ff088fbcc,d76fc3b1-a4f4-44cb-be3b-b59b3adbde1a,,34404936-2d1d-4161-8bd9-3aa1b1926d27,
013fc585-bfbb-449f-88d2-606835497a41,2025-04-07 10:24:37.926374+00,Tec-9 | Tornade,99999,99999,99999,false,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_tec9_so_tornado_bravo_light_png.png,0.06,0.8,a099683f-ecbc-4ce6-93da-6af278b593ad,72817c51-f8f5-41f0-b586-1c5c6ee127e0,0659a4bd-072a-4a71-800a-b7d9957af2e3,bca54d16-e962-47cb-996f-cf68a32896ea,
014ce5a7-19f7-4cb4-936b-1f6b42950b4b,2025-04-07 10:24:30.357822+00,Nova | Dune de sable,99999,99999,99999,false,true,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_nova_so_sand_light_png.png,0.06,0.8,2cd61787-eeb7-4b71-9bef-e85247f95a81,72817c51-f8f5-41f0-b586-1c5c6ee127e0,b5864ec8-5d65-468e-adb7-96094c99189e,18b4f8e5-e41e-4d09-9f14-282b8685e546,
014dbfd4-6e4e-44be-9269-88f97ee47b81,2025-04-07 10:24:00.396412+00,Baïonnette (★) | Tradition,99999,99999,99999,true,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_bayonet_cu_bayonet_lore_light_png.png,0,0.65,25e5b289-945d-4733-ad50-58baf71823d6,3b4de0c0-fd22-4c55-8222-968a2cea4db5,,bd92534f-ca55-4ca9-a9fb-45ae3799e036,
014fdfcf-78f6-4ee7-b3d7-b7ff1da73379,2025-04-07 10:24:31.941512+00,P90 | Rush scaraB,99999,99999,99999,false,true,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_p90_cu_p90_scarab_of_wisdom_light_png.png,0,1,0459af47-ba3c-4d24-a7dc-48d80d46fcdb,8cf26468-56a6-4fff-a6df-8f2b46c044a8,e33b7740-4cf6-4f87-b42a-d9d7b55029a1,bd92534f-ca55-4ca9-a9fb-45ae3799e036,
01533fc4-d32e-40d1-8a1d-22751e69380b,2025-04-07 10:24:11.318004+00,P2000 | Entrelacs,99999,99999,99999,true,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_hkp2000_aq_p2000_lost_world_light_png.png,0,1,aa1cdf01-3dda-4475-9b92-4e84947d1ba4,095abe9f-361a-412a-a65c-845c7c5bf334,e144077d-57b8-4e36-8c49-4d8b0c7d655d,c605ec91-ae5d-4a20-a642-3f9806071efc,
016d9e0d-39fc-4131-a379-67dcb00d44ac,2025-04-07 10:24:15.674739+00,Navaja (★) | Doppler,99999,99999,99999,true,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_knife_gypsy_jackknife_am_sapphire_marbleized_light_png.png,0,0.08,b377ea68-f3eb-401b-bc25-2d2f567b2fb8,3b4de0c0-fd22-4c55-8222-968a2cea4db5,,bd92534f-ca55-4ca9-a9fb-45ae3799e036,
0175d388-7f92-4125-bca5-b9aff719be42,2025-04-07 10:24:27.339701+00,MP7 | Guérilla,99999,99999,99999,true,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_mp7_cu_mp7_khaki_light_png.png,0,1,9423cfe9-1fc6-495c-b387-ac1f2787ee97,095abe9f-361a-412a-a65c-845c7c5bf334,2717da91-4f2f-4407-ab14-fbc119194fdf,18b4f8e5-e41e-4d09-9f14-282b8685e546,
01791a89-ac25-4e13-8248-de3641dba0fd,2025-04-07 10:24:00.396412+00,AWP | Exosquelette,99999,99999,99999,true,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_awp_gs_awp_exoskeleton_light_png.png,0,1,6fce23d7-efa2-4bb7-a632-bfe5113fa2c9,8cf26468-56a6-4fff-a6df-8f2b46c044a8,6fe18474-33a4-45f2-8625-4f55d720a319,bca54d16-e962-47cb-996f-cf68a32896ea,
017d824b-de8b-49c8-8fc2-76b57ce24817,2025-04-07 10:24:39.261091+00,USP-S | Tactique du désert,99999,99999,99999,false,true,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_usp_silencer_gs_usps_tactical_camo_light_png.png,0,1,4e35fe6f-32dd-496e-b3b3-9c23768e9e6f,22afba53-2376-4f1b-bc63-1647fc97556c,e33b7740-4cf6-4f87-b42a-d9d7b55029a1,18b4f8e5-e41e-4d09-9f14-282b8685e546,
018a98ca-37bf-4dee-bf7a-dc0104cea6c7,2025-04-07 10:24:37.926374+00,Zeus x27 | Swamp DDPAT,99999,99999,99999,false,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_taser_hy_digicam_forest_light_png.png,0,0.6,b510c3fa-b419-4c26-b8c9-f201c494c6e8,72817c51-f8f5-41f0-b586-1c5c6ee127e0,423dfc47-48bd-4cbd-90a9-941adf71e639,c605ec91-ae5d-4a20-a642-3f9806071efc,
01904efb-8786-4053-bb30-ec599eba4f8d,2025-04-07 10:24:00.396412+00,AWP | Dieu ver,99999,99999,99999,true,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_awp_aq_awp_twine_light_png.png,0,0.45,6fce23d7-efa2-4bb7-a632-bfe5113fa2c9,8cf26468-56a6-4fff-a6df-8f2b46c044a8,5c22eb4d-d06a-4070-aa8a-c147095e1662,bd92534f-ca55-4ca9-a9fb-45ae3799e036,
01959fdd-4430-4e2b-8535-b28d3d55af75,2025-04-07 10:24:25.959981+00,MP5SD | Savane en demi-teinte,99999,99999,99999,false,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_mp5sd_ht_blur_camo_mp5sd_light_png.png,0.25,0.75,58b1b2ec-09e3-4c53-9b95-35e1daed6536,22afba53-2376-4f1b-bc63-1647fc97556c,20911da0-556b-42d5-8252-1de204f728d2,34404936-2d1d-4161-8bd9-3aa1b1926d27,
01a4dcb8-989f-4721-a281-3347870c3d27,2025-04-07 10:24:15.674739+00,Karambit (★) | Masque urbain,99999,99999,99999,true,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_knife_karambit_sp_tape_urban_light_png.png,0.06,0.8,a0235d56-d28b-4fe1-9898-7f70f89f339a,3b4de0c0-fd22-4c55-8222-968a2cea4db5,,bd92534f-ca55-4ca9-a9fb-45ae3799e036,
01b52624-e189-46e9-8c1a-acf54a809754,2025-04-07 10:24:15.674739+00,Karambit (★) | Dégradé,99999,99999,99999,true,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_knife_karambit_aa_fade_light_png.png,0,0.08,a0235d56-d28b-4fe1-9898-7f70f89f339a,3b4de0c0-fd22-4c55-8222-968a2cea4db5,,bca54d16-e962-47cb-996f-cf68a32896ea,
01d02835-1660-4e35-87de-77599031c3e4,2025-04-07 10:24:35.189927+00,SCAR-20 | Cardiaque,99999,99999,99999,true,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_scar20_cu_scar20_intervention_light_png.png,0,1,20f7a3e1-aa8a-4912-977a-14ec13a8c50f,b31ba83b-f395-4c74-beb6-da418aefa40d,b57b7d5a-34e2-408b-bb8a-bed57b9f7b0c,c605ec91-ae5d-4a20-a642-3f9806071efc,
